game_id,title,platform,platform_type,platform_maker,platform_generation,genre,year,publisher,developer,publisher_region,publisher_tier,esrb_rating,metacritic_score,user_score,critic_review_count,user_review_count,na_sales_million,eu_sales_million,jp_sales_million,other_sales_million,global_sales_million,estimated_revenue_million_usd,launch_price_usd,is_sequel,online_multiplayer,dlc_released,microtransactions,loot_boxes,game_pass_available,vr_support,goty_nominated,goty_won,how_long_to_beat_main_hrs,how_long_to_beat_completionist_hrs
G035363,Ultimate Dragon,Game Boy,Handheld,Nintendo,4,Action-Adventure,1994,Sega,id Software,Japan,AAA,T,71,6.7,96,91,4.91,1.97,2.27,1.54,10.69,340.85,39.99,0,0,1,0,0,0,0,0,0,11.7,51.6
G035364,Overwatch 3,Game Boy Advance,Handheld,Nintendo,6,Shooter,2002,Konami,Konami,Japan,AAA,M,75,6.8,29,88,10.66,4.71,4.37,3.25,22.99,748.91,29.99,1,1,1,0,0,0,0,0,0,7.6,35.5
G035365,Cities: Rising Sun,PC,PC,Various,0,Simulation,2006,Square Enix,Focus Entertainment,Japan,AAA,T,65,6.1,32,161,2.91,1.42,1.18,0.67,6.18,111.38,9.99,0,1,1,1,0,0,0,0,0,29.2,124.5
G035366,Overwatch 4,Nintendo Switch,Hybrid,Nintendo,9,Shooter,2017,Ghost Ship Games,Ghost Ship Games,Denmark,Indie,M,79,8.4,62,79,1.1,0.57,0.09,0.44,2.2,80.77,49.99,1,1,0,1,0,0,0,0,0,7.0,33.3
G035367,Tekken 3,Nintendo 64,Console,Nintendo,5,Fighting,2000,Remedy Entertainment,Remedy Entertainment,Finland,AA,M,63,6.8,29,85,0.74,0.51,0.09,0.14,1.48,55.59,69.99,1,1,0,1,0,0,0,0,0,5.0,21.9
G035368,Thunder Unleashed,PlayStation 5,Console,Sony,9,Action,2024,Other,Warner Bros. Games,Various,Indie,T,74,7.4,12,165,3.07,1.94,0.89,1.21,7.11,344.1,49.99,0,1,1,0,0,0,0,0,0,16.1,50.3
G035369,Yoshi's Origins,PlayStation 4,Console,Sony,8,Platform,2021,Other,Other,Various,Indie,E10+,82,7.7,33,230,2.95,2.02,0.52,0.64,6.13,272.64,69.99,0,0,0,0,0,1,0,0,0,10.4,31.6
G035370,Dirt 3,Nintendo Switch,Hybrid,Nintendo,9,Racing,2021,2K Games,2K Games,USA,AAA,M,75,7.1,48,1263,11.9,9.03,2.64,2.69,26.26,837.74,69.99,1,0,1,1,1,0,0,0,0,20.8,98.8
G035371,TrackMania Chronicles,Game Boy,Handheld,Nintendo,4,Racing,1989,id Software,2K Games,USA,AAA,E,84,7.6,59,571,4.64,2.61,1.23,1.54,10.02,296.03,19.99,0,0,1,0,0,0,0,0,0,19.6,89.2
G035372,Rise of the Saga,Game Boy Advance,Handheld,Nintendo,6,Action,2010,ConcernedApe,ConcernedApe,USA,Indie,E,66,7.3,12,1079,0.13,0.06,0.02,0.04,0.25,5.38,29.99,0,0,1,1,0,0,0,0,0,20.3,76.6
G035373,Phantom Unleashed,PSP,Handheld,Sony,7,Action,2013,Activision Blizzard,Activision Blizzard,USA,AAA,E,67,8.1,45,310,4.33,3.7,0.46,0.54,9.03,292.56,19.99,0,0,1,1,1,0,0,0,0,11.4,31.4
G035374,Portal 5,Mobile (Android),Mobile,Google,0,Puzzle,2026,Epic Games,Epic Games,USA,AAA,E,75,7.9,15,424,13.65,11.23,1.09,2.2,28.17,58.24,0.99,1,1,1,0,0,0,0,0,0,5.3,16.0
G035375,Devil May Fall,PlayStation 2,Console,Sony,6,Action,2008,Square Enix,Square Enix,Japan,AAA,M,70,6.5,17,217,5.26,3.9,1.87,1.61,12.64,483.49,59.99,0,1,1,0,0,0,0,0,0,13.1,44.7
G035376,World of Warcraft: Rising Sun,PSP,Handheld,Sony,7,MMORPG,2013,Remedy Entertainment,Remedy Entertainment,Finland,AA,T,69,7.2,60,666,1.08,0.6,0.26,0.12,2.06,57.45,19.99,0,1,0,0,0,0,0,0,0,263.3,1030.2
G035377,Myst 2,Mobile (Android),Mobile,Google,0,Adventure,2013,Larian Studios,2K Games,Belgium,AA,T,67,6.0,27,150,6.74,4.08,1.75,1.2,13.77,26.91,0.99,1,0,1,1,1,0,0,0,0,9.9,21.7
G035378,Age of Empires V,PlayStation,Console,Sony,5,Strategy,2003,Activision Blizzard,Coffee Stain,USA,AAA,M,82,9.4,6,333,14.01,11.25,1.65,2.48,29.39,1206.21,79.99,1,0,1,0,0,0,0,0,0,18.1,38.9
G035379,Dirt 2,PC,PC,Various,0,Racing,2024,Team17,Team17,UK,AA,E10+,71,6.7,32,602,1.93,0.91,0.19,0.7,3.73,64.58,14.99,1,0,1,0,0,0,0,0,0,20.6,95.8
G035380,Shadow of Abyss,Wii,Console,Nintendo,7,Misc,2010,2K Games,InXile Entertainment,USA,AAA,E10+,68,6.6,9,333,2.05,1.84,0.37,0.49,4.75,202.11,39.99,0,1,1,1,0,0,0,0,0,12.8,42.9
G035381,Guilty Gear : Next Gen,Game Boy,Handheld,Nintendo,4,Fighting,1997,Capcom,Capcom,Japan,AAA,M,72,7.3,15,48,0.95,0.41,0.48,0.16,2.0,69.74,39.99,0,1,1,1,0,0,0,0,0,7.4,15.3
G035382,Stellaris Saga,Mobile (iOS),Mobile,Apple,0,Strategy,2012,Valve,Paradox Interactive,USA,AAA,E,87,9.6,16,119,20.0,10.69,4.83,3.37,38.89,83.86,0.99,0,0,1,0,0,0,0,1,1,28.3,118.6
G035383,The Elder Scrolls IV: The Fallen,Atari 2600,Console,Atari,2,Role-Playing,1989,Bethesda Softworks,FromSoftware,USA,AAA,Not Rated,82,8.7,24,1445,4.29,1.96,0.71,0.62,7.58,362.0,59.99,0,0,0,0,0,0,0,0,0,85.5,259.4
G035384,God of Shadow,SNES,Console,Nintendo,4,Action-Adventure,1996,Bandai Namco,Valve,Japan,AAA,E,80,8.6,28,35,10.99,6.28,5.54,2.14,24.95,902.89,79.99,0,0,1,0,0,0,0,0,0,13.8,35.4
G035385,Super Mario Chronicles,Sega Saturn,Console,Sega,5,Platform,1997,Square Enix,Square Enix,Japan,AAA,E,71,6.1,25,704,12.48,10.76,4.55,3.24,31.03,1290.22,49.99,0,0,1,0,0,0,0,0,0,11.0,53.9
G035386,Tetris Reborn,PC,PC,Various,0,Puzzle,2001,Bethesda Softworks,Raw Fury,USA,AAA,T,82,9.4,40,308,1.86,0.97,0.32,0.49,3.64,80.89,9.99,0,1,1,0,0,0,0,0,0,14.1,69.1
G035387,Life is Strange Remastered,Game Boy,Handheld,Nintendo,4,Adventure,1991,Sony Interactive,Sony Interactive,Japan,AAA,Not Rated,82,8.8,26,898,5.54,2.39,3.23,1.09,12.25,320.74,19.99,0,0,1,0,0,0,0,0,0,12.8,44.5
G035388,Until Dawn Legacy,Atari 2600,Console,Atari,2,Survival Horror,1986,Take-Two Interactive,Take-Two Interactive,USA,AAA,T,58,4.0,15,43,1.82,0.74,0.44,0.26,3.26,102.74,79.99,0,0,1,0,0,0,0,0,0,11.6,39.8
G035389,Dark Origins,PC,PC,Various,0,Action,2017,Capcom,Capcom,Japan,AAA,M,75,8.5,4,272,7.71,5.0,5.37,1.82,19.9,430.87,59.99,0,1,1,0,0,0,0,0,0,14.3,68.9
G035390,Epic Awakening,Nintendo Switch,Hybrid,Nintendo,9,Action,2022,Konami,Insomniac Games,Japan,AAA,T,94,9.2,143,248,17.3,13.61,14.54,4.73,50.18,2064.57,49.99,0,1,1,0,0,0,0,0,0,19.5,40.9
G035391,NHL 2023,GameCube,Console,Nintendo,6,Sports,2004,2K Games,2K Games,USA,AAA,E,67,6.0,25,168,6.73,4.94,0.65,2.55,14.87,653.09,59.99,1,1,0,1,0,0,0,0,0,24.6,65.3
G035392,Counter-Strike Legacy,PC,PC,Various,0,Shooter,2017,Nomada Studio,Valve,Spain,Indie,T,72,5.9,8,1657,0.58,0.28,0.09,0.12,1.07,22.99,9.99,0,1,0,1,0,0,0,0,0,3.9,17.3
G035393,Garry's Mod 3,NES,Console,Nintendo,3,Sandbox,1986,Capcom,Obsidian Entertainment,Japan,AAA,E10+,82,8.4,57,52,56.72,26.95,47.13,19.91,150.71,6639.39,59.99,1,0,1,0,0,0,0,0,0,135.6,362.3
G035394,Wipeout : Next Gen,Game Boy Advance,Handheld,Nintendo,6,Racing,2009,Electronic Arts,Electronic Arts,USA,AAA,E,69,6.5,10,146,3.69,2.12,0.64,1.15,7.6,162.67,39.99,0,0,1,0,0,0,0,0,0,15.8,76.0
G035395,Shadow Odyssey,Mobile (Android),Mobile,Google,0,Platform,2015,Larian Studios,Obsidian Entertainment,Belgium,AA,E,63,5.9,17,238,4.04,3.58,0.34,1.41,9.37,17.26,4.99,0,1,0,1,1,0,0,0,0,11.3,23.0
G035396,Night in the Awakening,Atari 2600,Console,Atari,2,Adventure,1985,Sony Interactive,Devolver Digital,Japan,AAA,E,78,7.4,9,505,4.03,3.27,1.22,1.3,9.82,328.51,69.99,0,0,1,1,0,0,0,0,0,7.2,24.3
G035397,Madden NFL 2025,Nintendo 64,Console,Nintendo,5,Sports,1996,505 Games,505 Games,Italy,AA,T,58,5.8,25,4,7.93,5.07,1.12,1.94,16.06,646.72,69.99,1,1,1,0,0,0,0,0,0,29.9,103.4
G035398,Rainbow Six: Valley,Browser,Browser,Various,0,Shooter,2002,Insomniac Games,Insomniac Games,USA,AAA,E,78,8.3,26,503,10.02,7.56,1.36,2.02,20.96,0.0,0.0,1,1,0,0,0,0,0,0,0,4.8,20.9
G035399,FIFA 2026,NES,Console,Nintendo,3,Sports,1986,id Software,Microsoft Studios,USA,AAA,T,77,7.7,11,421,41.77,22.68,7.27,8.78,80.5,3509.51,49.99,1,1,0,0,0,0,0,0,0,19.4,47.9
G035400,Shadow of City,Mobile (Android),Mobile,Google,0,Action,2023,Chucklefish,Bungie,UK,Indie,T,73,7.2,5,685,0.99,0.84,0.11,0.19,2.13,3.88,2.99,0,0,0,1,0,0,0,0,0,10.4,46.9
G035401,Microsoft Flight Simulator 2026,Nintendo 3DS,Handheld,Nintendo,8,Simulation,2017,Paradox Interactive,Paradox Interactive,Sweden,AA,E,65,7.4,28,111,1.48,1.26,0.23,0.28,3.25,113.54,39.99,1,1,1,0,0,0,0,0,0,31.2,148.2
G035402,Final Fantasy IX,Game Boy Color,Handheld,Nintendo,5,Role-Playing,2003,Ubisoft,Ubisoft,France,AAA,E10+,83,7.6,10,207,18.24,11.25,3.16,5.13,37.78,906.79,39.99,1,0,1,0,0,0,0,0,0,68.8,144.2
G035403,Devil May Ascend,Stadia,Streaming,Google,9,Action,2022,Epic Games,Ubisoft,USA,AAA,E10+,67,6.8,22,171,21.27,17.97,5.18,4.55,48.97,0.0,9.99,0,0,0,0,0,0,0,0,0,11.7,29.2
G035404,SoulCalibur XII,SNES,Console,Nintendo,4,Fighting,1999,Sega,Sega,Japan,AAA,E,83,9.1,21,1024,19.33,15.53,9.99,4.72,49.57,1989.63,79.99,1,1,1,1,0,0,0,0,0,5.4,22.3
G035405,Ridge Racer 3,PSP,Handheld,Sony,7,Racing,2009,Konami,Nomada Studio,Japan,AAA,T,79,7.1,24,737,4.27,3.28,3.47,0.93,11.95,258.07,39.99,1,0,1,0,0,0,0,0,0,10.3,29.8
G035406,Metal Gear Reborn,PC,PC,Various,0,Visual Novel,1991,Valve,Valve,USA,AAA,E,62,6.8,24,77,0.17,0.12,0.03,0.04,0.36,7.83,49.99,0,0,0,0,0,0,0,0,0,14.5,54.1
G035407,Rainbow Six: Kingdom,Game Boy,Handheld,Nintendo,4,Shooter,1989,Bandai Namco,Bandai Namco,Japan,AAA,T,61,6.1,27,254,6.98,4.28,1.97,1.67,14.9,389.59,39.99,0,1,1,1,0,0,0,0,0,8.4,39.6
G035408,UFC 2,Mobile (iOS),Mobile,Apple,0,Sports,2025,Microsoft Studios,Microsoft Studios,USA,AAA,T,73,6.8,28,139,202.04,81.39,53.97,33.8,371.2,873.44,2.99,1,1,1,1,0,1,0,0,0,22.4,110.0
G035409,Dark Souls 5,PlayStation 4,Console,Sony,8,Role-Playing,2022,Rockstar Games,Rockstar Games,USA,AAA,E,87,9.8,6,979,38.19,24.25,10.78,10.42,83.64,4098.17,69.99,1,0,0,1,0,0,0,0,0,57.3,217.7
G035410,Firewatch : Redux,Mobile (Android),Mobile,Google,0,Adventure,2018,Ubisoft,Ubisoft,France,AAA,E10+,91,8.6,41,611,104.72,62.18,28.98,16.93,212.81,464.03,0.99,0,0,1,1,1,0,0,0,0,5.4,24.9
G035411,Batman: Arkham Island,Sega Genesis,Console,Sega,4,Misc,1993,Rockstar Games,Insomniac Games,USA,AAA,M,78,8.1,14,284,4.27,2.36,0.32,0.73,7.68,286.68,79.99,1,0,1,0,0,0,0,0,0,1.0,2.5
G035412,Crash Bandicoot Saga,Mobile (iOS),Mobile,Apple,0,Platform,2020,Square Enix,Square Enix,Japan,AAA,T,66,6.2,23,190,31.58,18.15,15.67,7.76,73.16,155.96,2.99,0,0,1,0,0,0,1,0,0,6.7,13.8
G035413,Persona 5,Dreamcast,Console,Sega,6,Role-Playing,2000,Microsoft Studios,Microsoft Studios,USA,AAA,E,78,7.6,27,223,27.35,16.12,3.81,7.05,54.33,2082.98,69.99,1,0,1,0,0,0,0,0,0,74.1,172.4
G035414,Stardew Awakening,PlayStation 4,Console,Sony,8,Simulation,2018,Naughty Dog,Team17,USA,AAA,M,80,8.9,9,1014,14.47,6.43,1.71,2.81,25.42,835.13,59.99,0,0,0,0,0,0,0,0,0,44.3,175.8
G035415,F1 2024,Nintendo Switch 2,Hybrid,Nintendo,10,Sports,2026,Unknown Worlds,Sony Interactive,USA,Indie,E,71,7.7,33,111,3.19,2.75,0.27,0.98,7.19,321.69,69.99,1,1,0,1,0,0,0,0,0,18.8,53.3
G035416,Mortal Kombat IV,Wii,Console,Nintendo,7,Fighting,2007,Remedy Entertainment,Remedy Entertainment,Finland,AA,T,68,7.1,23,205,2.76,2.34,0.72,0.61,6.43,315.32,59.99,1,1,1,0,0,0,0,0,0,6.1,14.5
G035417,MLB The Show 2026,Atari 2600,Console,Atari,2,Sports,1988,Bethesda Softworks,THQ Nordic,USA,AAA,M,68,6.4,27,18,4.15,1.66,1.02,1.53,8.36,360.28,49.99,1,1,1,0,0,0,0,0,0,15.7,50.4
G035418,Candy Origins,Nintendo Switch,Hybrid,Nintendo,9,Puzzle,2025,Rockstar Games,Rockstar Games,USA,AAA,E,79,7.6,25,417,13.06,9.92,0.79,4.75,28.52,899.76,49.99,0,0,0,1,0,0,0,0,0,10.5,27.5
G035419,Devil May Rise,Game Boy Advance,Handheld,Nintendo,6,Action,2002,Take-Two Interactive,Take-Two Interactive,USA,AAA,T,71,5.8,20,234,4.51,3.11,0.51,0.94,9.07,240.55,19.99,0,1,0,1,0,0,0,0,0,9.6,26.0
G035420,Guild Wars 4,PlayStation 5,Console,Sony,9,MMORPG,2022,Square Enix,Obsidian Entertainment,Japan,AAA,M,81,7.9,9,151,23.6,17.16,17.17,4.38,62.31,2362.1,49.99,1,1,1,1,1,0,0,0,0,224.4,883.8
G035421,Baldur's Gate 4,NES,Console,Nintendo,3,Role-Playing,1996,Microsoft Studios,Microsoft Studios,USA,AAA,T,94,9.0,50,107,10.21,5.89,2.14,2.75,20.99,855.25,79.99,1,1,1,0,0,0,0,1,1,57.6,237.5
G035422,Mega Man XI,Sega Saturn,Console,Sega,5,Platform,1998,Naughty Dog,Naughty Dog,USA,AAA,M,82,8.4,10,695,10.62,4.53,0.9,1.78,17.83,886.08,79.99,1,1,1,0,0,0,0,0,0,12.5,31.5
G035423,Ultimate Empire,PlayStation 4,Console,Sony,8,Action,2016,Bandai Namco,Bandai Namco,Japan,AAA,E,79,7.8,7,189,16.73,8.13,13.65,1.97,40.48,1416.94,59.99,0,0,1,0,0,0,0,0,0,15.2,62.7
G035424,UFC 4,Nintendo 64,Console,Nintendo,5,Sports,2001,Microsoft Studios,Microsoft Studios,USA,AAA,M,78,8.1,19,325,26.48,21.94,1.35,7.81,57.58,2697.79,49.99,1,1,0,1,0,0,0,0,0,25.4,90.3
G035425,Doom : Redux,GameCube,Console,Nintendo,6,Action,2005,Activision Blizzard,Bandai Namco,USA,AAA,M,78,9.0,16,104,13.06,9.44,1.81,3.7,28.01,1170.6,39.99,0,1,0,0,0,0,0,0,0,13.7,29.4
G035426,Persona 2,Mobile (Android),Mobile,Google,0,Role-Playing,2018,Double Fine,Double Fine,USA,AA,M,67,6.6,72,62,7.32,6.32,1.17,1.39,16.2,38.65,0.0,1,1,0,0,0,0,1,0,0,61.0,272.2
G035427,Doom Reborn,Mobile (iOS),Mobile,Apple,0,Visual Novel,2017,tinyBuild,tinyBuild,USA,Indie,E,88,7.6,53,158,0.78,0.69,0.12,0.13,1.72,3.95,2.99,0,1,0,1,0,0,0,0,0,12.3,53.7
G035428,Titanfall 3,PlayStation Vita,Handheld,Sony,8,Shooter,2012,Nomada Studio,Nomada Studio,Spain,Indie,E,81,8.6,15,344,1.09,0.45,0.19,0.13,1.86,41.34,19.99,1,1,0,0,0,0,0,0,0,9.0,36.7
G035429,Final Fantasy XVI,Xbox,Console,Microsoft,6,Role-Playing,2008,Obsidian Entertainment,Paradox Interactive,USA,AA,E10+,70,7.7,90,442,1.58,1.07,0.15,0.46,3.26,151.31,39.99,1,0,1,1,0,0,0,0,0,43.5,208.4
G035430,Call of Duty: New Dawn,PC,PC,Various,0,Shooter,1987,Ubisoft,Paradox Interactive,France,AAA,E10+,91,8.8,5,2425,11.32,10.02,1.57,2.39,25.3,434.17,59.99,0,1,1,0,0,0,0,0,0,7.0,16.1
G035431,Dark Genesis,Atari 2600,Console,Atari,2,Action,1991,Insomniac Games,Insomniac Games,USA,AAA,E,71,6.7,15,62,13.21,7.94,0.76,1.46,23.37,1156.7,79.99,0,0,1,0,0,0,0,0,0,10.2,40.8
G035432,Shadow of Kingdom,Nintendo 3DS,Handheld,Nintendo,8,Action,2012,Raw Fury,Raw Fury,Sweden,Indie,M,81,8.5,5,380,0.94,0.54,0.16,0.3,1.94,47.89,39.99,0,0,0,1,1,0,0,0,0,10.7,29.6
G035433,The Knight Witness,Nintendo 64,Console,Nintendo,5,Puzzle,2001,Insomniac Games,Insomniac Games,USA,AAA,T,65,6.0,33,265,1.08,0.49,0.08,0.25,1.9,62.52,59.99,0,0,1,1,0,0,0,0,0,8.6,28.7
G035434,Dark Souls 2,Wii,Console,Nintendo,7,Role-Playing,2010,2K Games,Take-Two Interactive,USA,AAA,E10+,75,6.8,6,412,17.33,14.17,2.94,4.27,38.71,1376.74,59.99,1,0,1,0,0,0,0,0,0,57.1,116.2
G035435,Ridge Racer 4,PlayStation Vita,Handheld,Sony,8,Racing,2015,2K Games,Naughty Dog,USA,AAA,AO,85,8.0,22,238,10.36,6.52,1.75,4.0,22.63,744.79,39.99,1,0,0,0,0,0,0,0,0,18.5,64.1
G035436,Dead Space 4,PlayStation 3,Console,Sony,7,Survival Horror,2011,ConcernedApe,Valve,USA,Indie,T,79,8.5,5,83,1.68,1.24,0.16,0.48,3.56,141.15,49.99,1,0,0,0,0,0,0,0,0,11.0,29.1
G035437,White Alert 6,Browser,Browser,Various,0,Shooter,2006,Obsidian Entertainment,Obsidian Entertainment,USA,AA,T,76,7.0,25,429,4.12,3.4,1.15,0.44,9.11,0.0,0.0,1,1,1,0,0,0,0,0,0,11.9,30.2
G035438,Batman: Arkham Frontier,Mobile (Android),Mobile,Google,0,Visual Novel,2016,Konami,Konami,Japan,AAA,Not Rated,78,7.8,3,192,6.01,4.86,1.74,1.59,14.2,34.14,0.99,0,0,1,0,0,0,0,0,0,5.7,21.6
G035439,Until Dawn 2,Mobile (iOS),Mobile,Apple,0,Survival Horror,2017,Activision Blizzard,Rockstar Games,USA,AAA,M,63,6.5,44,461,32.22,28.83,8.97,8.29,78.31,213.65,0.0,1,0,1,0,0,0,0,0,0,10.3,34.2
G035440,Battlefield Genesis,PlayStation 4,Console,Sony,8,Shooter,2020,THQ Nordic,THQ Nordic,Austria,AA,Not Rated,64,5.8,17,64,3.11,1.94,0.48,1.15,6.68,226.71,39.99,0,1,0,1,1,0,0,0,0,9.0,30.0
G035441,Microsoft Flight Simulator 2024,NES,Console,Nintendo,3,Simulation,1994,Sony Interactive,Sony Interactive,Japan,AAA,Not Rated,65,7.2,32,178,2.71,2.28,0.84,0.96,6.79,284.47,49.99,1,0,0,1,0,0,0,0,0,41.9,91.8
G035442,Night in the Odyssey,PlayStation 5,Console,Sony,9,Adventure,2026,Focus Entertainment,Focus Entertainment,France,AA,M,72,6.7,22,412,1.63,1.08,0.37,0.32,3.4,150.49,59.99,0,1,1,0,0,0,0,0,0,11.0,33.3
G035443,MLB The Show 2024,Nintendo DS,Handheld,Nintendo,7,Sports,2010,Paradox Interactive,Paradox Interactive,Sweden,AA,T,55,5.9,114,34,1.95,1.39,0.22,0.48,4.04,117.38,39.99,1,1,0,1,0,0,0,0,0,26.7,78.8
G035444,Garry's Mod Remastered,PSP,Handheld,Sony,7,Sandbox,2007,FromSoftware,FromSoftware,Japan,AAA,M,79,7.8,80,1088,14.3,11.12,7.19,3.36,35.97,852.78,39.99,0,0,1,0,0,0,0,0,0,148.0,500.7
G035445,Need for Speed: Dark Below,PC,PC,Various,0,Racing,1993,Electronic Arts,Electronic Arts,USA,AAA,M,79,8.6,15,27,4.13,3.16,1.06,0.75,9.1,212.65,19.99,0,0,0,0,0,0,0,0,0,15.9,66.4
G035446,Eternal Odyssey,Game Boy,Handheld,Nintendo,4,Action,2000,Nintendo,Nintendo,Japan,AAA,T,78,7.3,32,370,6.06,2.57,3.6,0.91,13.14,299.81,29.99,0,0,1,1,0,0,0,0,0,10.6,40.6
G035447,Microsoft Flight Simulator 2023,PC,PC,Various,0,Simulation,1987,Valve,Paradox Interactive,USA,AAA,E,73,7.8,18,1646,8.73,4.67,1.63,3.35,18.38,328.24,19.99,1,1,1,0,0,0,0,0,0,33.8,161.4
G035448,Batman: Arkham Horizon,Sega Genesis,Console,Sega,4,Action-Adventure,1988,FromSoftware,Bandai Namco,Japan,AAA,M,94,9.5,16,254,9.15,7.97,5.69,2.41,25.22,952.92,79.99,0,0,1,0,0,0,0,0,0,6.1,30.2
G035449,Baldur's Gate 2,PlayStation 2,Console,Sony,6,Role-Playing,2012,Konami,Konami,Japan,AAA,Not Rated,70,7.4,36,120,2.66,1.66,1.23,0.55,6.1,219.8,79.99,1,0,1,0,0,0,0,0,0,43.9,88.2
G035450,Fortnite 3,NES,Console,Nintendo,3,Battle Royale,2001,Warner Bros. Games,InXile Entertainment,USA,AAA,Not Rated,76,7.8,9,174,24.07,19.55,1.45,3.22,48.29,2270.76,79.99,1,1,1,1,0,0,0,0,0,97.5,382.5
G035451,Phantom Odyssey,PlayStation 5,Console,Sony,9,Platform,2026,ConcernedApe,Unknown Worlds,USA,Indie,E10+,76,7.7,8,2016,3.03,2.39,0.64,0.7,6.76,223.14,39.99,0,0,0,0,0,0,0,0,0,8.4,28.9
G035452,Ridge Racer 6,Browser,Browser,Various,0,Racing,2002,Electronic Arts,Electronic Arts,USA,AAA,T,57,5.7,10,16,5.95,3.36,1.41,1.65,12.37,0.0,0.0,1,0,0,1,0,0,0,0,0,7.4,25.7
G035453,Crash Bandicoot Awakening,PC,PC,Various,0,Platform,2024,Toby Fox,Toby Fox,USA,Indie,E10+,74,6.0,35,89,0.56,0.44,0.08,0.2,1.28,31.54,14.99,0,0,1,0,0,0,0,0,0,5.2,24.4
G035454,Street Fighter XII,PC,PC,Various,0,Fighting,1992,Bandai Namco,Valve,Japan,AAA,E,72,8.3,16,251,6.39,5.69,3.94,0.73,16.75,350.44,29.99,1,1,0,1,0,0,0,0,0,8.8,26.6
G035455,The Dragon Witness,GameCube,Console,Nintendo,6,Puzzle,2006,Take-Two Interactive,Take-Two Interactive,USA,AAA,E,84,8.1,59,276,9.71,5.53,2.88,1.38,19.5,737.0,79.99,0,0,1,0,0,0,0,0,0,1.6,4.2
G035456,Metal Gear Legend,NES,Console,Nintendo,3,Action-Adventure,1986,Valve,Valve,USA,AAA,E,84,9.0,22,169,5.38,3.17,0.43,1.42,10.4,478.95,69.99,0,0,0,1,0,0,0,0,0,8.2,32.3
G035457,Rise of the Knight,Mobile (Android),Mobile,Google,0,Action-Adventure,2025,Bungie,Bungie,USA,AAA,E,72,6.6,13,200,11.54,8.42,2.92,3.0,25.88,51.35,4.99,0,0,1,0,0,0,0,0,0,13.0,56.3
G035458,Super People Origins,PC,PC,Various,0,Battle Royale,2003,Electronic Arts,Electronic Arts,USA,AAA,M,80,7.9,30,75,14.7,7.6,1.18,4.13,27.61,659.94,29.99,0,1,1,0,0,0,0,0,0,96.9,425.4
G035459,Tetris 2,Mobile (Android),Mobile,Google,0,Puzzle,2014,Bungie,Bungie,USA,AAA,E,78,8.0,83,862,2.07,1.08,0.28,0.45,3.88,8.33,0.99,1,1,1,0,0,0,0,0,0,9.4,21.8
G035460,Farming Simulator 2026,PlayStation 3,Console,Sony,7,Simulation,2011,Warner Bros. Games,Warner Bros. Games,USA,AAA,M,67,7.3,12,3705,14.31,8.59,1.79,1.88,26.57,1175.04,79.99,1,0,1,0,0,0,0,0,0,36.4,83.0
G035461,Minecraft : Redux,Nintendo DS,Handheld,Nintendo,7,Sandbox,2013,Double Fine,Konami,USA,AA,E,71,8.3,31,98,5.7,3.75,1.45,2.05,12.95,327.17,29.99,0,0,1,1,0,0,0,0,0,147.4,330.2
G035462,F-Zero Remastered,PSP,Handheld,Sony,7,Racing,2008,Square Enix,Square Enix,Japan,AAA,T,82,7.4,7,46,6.15,3.66,1.67,0.66,12.14,342.01,29.99,0,1,0,0,0,0,0,0,0,17.2,64.0
G035463,Hyper Scape Origins,PC,PC,Various,0,Battle Royale,2000,Insomniac Games,Coffee Stain,USA,AAA,E,78,7.6,13,488,5.95,4.06,1.39,1.93,13.33,257.72,49.99,0,1,1,0,0,0,0,0,0,69.8,165.1
G035464,Battlefield Dragon,Mobile (Android),Mobile,Google,0,Shooter,2024,Devolver Digital,Devolver Digital,USA,AA,Not Rated,52,5.5,8,17,13.74,10.66,2.77,3.34,30.51,90.73,2.99,0,1,1,1,0,0,0,0,0,8.5,41.1
G035465,Mortal Kombat VIII,Game Boy,Handheld,Nintendo,4,Fighting,1999,FromSoftware,FromSoftware,Japan,AAA,E,71,7.3,28,212,2.59,1.5,0.49,0.78,5.36,135.56,49.99,1,1,1,0,0,0,0,0,0,8.9,22.0
G035466,Rainbow Six: Abyss,Mobile (iOS),Mobile,Apple,0,Shooter,2023,Supergiant Games,Supergiant Games,USA,Indie,M,71,8.1,53,240,1.35,0.89,0.17,0.27,2.68,7.17,2.99,0,1,0,1,1,0,0,0,0,7.9,29.0
G035467,Phantom Unleashed,Nintendo 3DS,Handheld,Nintendo,8,Misc,2013,Epic Games,Epic Games,USA,AAA,T,72,7.4,22,523,2.85,1.55,0.78,0.82,6.0,194.48,29.99,0,0,1,0,0,0,0,0,0,2.5,8.0
G035468,Rise of the Knight,Nintendo DS,Handheld,Nintendo,7,Action,2013,Nintendo,Coffee Stain,Japan,AAA,T,71,6.4,12,41,14.53,9.4,5.84,5.69,35.46,1142.64,19.99,0,0,1,0,0,0,0,0,0,9.1,21.4
G035469,Batman: Arkham Horizon,NES,Console,Nintendo,3,Action,1998,Microsoft Studios,Warner Bros. Games,USA,AAA,M,79,6.4,14,901,6.45,4.4,1.06,2.06,13.97,509.41,59.99,0,1,1,1,0,0,0,0,0,8.3,19.9
G035470,Dark Legend,Mobile (iOS),Mobile,Apple,0,Misc,2019,Larian Studios,Larian Studios,Belgium,AA,E,62,6.1,24,51,7.93,5.63,0.67,1.86,16.09,31.87,4.99,0,0,1,0,0,0,0,0,0,13.7,67.1
